client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage,estacion,consumption_outlier,co2_emissions_outlier,cost_per_kwh_outlier,total_cost_outlier,renewable_energy_percentage_outlier,meses
5842,clark-lara,oeste,comercial,2103.0,2024-01-31,1568.38,0.17,357.51000000000005,8.0,Invierno,False,False,False,False,False,1
5843,smith-miles,este,residencial,5411.0,2024-09-12,862.14,0.12,649.3199999999999,66.0,Otoño,False,False,False,False,False,9
5844,curtis llc,sur,residencial,8286.0,2024-07-22,115.16,0.16,1325.76,67.0,Verano,False,False,False,False,False,7
5845,reyes-fox,norte,residencial,7301.0,2024-05-17,1315.08,0.17,1241.17,27.0,Primavera,False,False,False,False,False,5
5846,stone-kelly,norte,comercial,2056.0,2024-03-30,1842.98,0.18,370.08,81.0,Primavera,False,False,False,False,False,3
5847,"burke, henry and robinson",centro,comercial,4383.0,2024-05-25,1563.07,0.24,1051.92,93.0,Primavera,False,False,False,False,False,5
5848,little inc,sur,comercial,8881.0,2024-03-09,612.76,0.15,1332.15,13.0,Primavera,False,False,False,False,False,3
5849,lewis-bray,oeste,comercial,4596.0,2024-09-02,1521.44,0.15,689.4,63.0,Otoño,False,False,False,False,False,9
5850,"martinez, abbott and montes",sur,residencial,2443.0,2024-08-11,1679.04,0.23,561.89,35.0,Verano,False,False,False,False,False,8
5851,small-diaz,centro,residencial,9659.0,2024-06-23,1534.53,0.13,1255.67,96.0,Verano,False,False,False,False,False,6
5852,bennett-erickson,sur,residencial,8609.0,2024-09-12,235.78,0.21,1807.89,15.0,Otoño,False,False,False,False,False,9
5853,"walton, mccarty and richard",centro,residencial,3042.0,2024-09-02,947.35,0.1,304.2,21.0,Otoño,False,False,False,False,False,9
5854,singh-owen,sur,comercial,1220.0,2024-01-21,902.86,0.23,280.6,53.0,Invierno,False,False,False,False,False,1
5855,anderson llc,norte,comercial,6032.0,2024-08-22,1112.54,0.17,1025.44,35.0,Verano,False,False,False,False,False,8
5856,"gonzalez, santos and lawrence",norte,comercial,3726.0,2024-10-01,364.57,0.24,894.24,24.0,Otoño,False,False,False,False,False,10
5857,"hogan, lewis and allen",oeste,residencial,5260.0,2024-05-27,403.85,0.19,999.4,73.0,Primavera,False,False,False,False,False,5
5858,"scott, hall and garcia",sur,comercial,9290.0,2024-06-24,726.64,0.16,1486.4,10.0,Verano,False,False,False,False,False,6
5859,henderson and sons,este,comercial,8998.0,2024-07-05,275.71,0.22,1979.56,42.0,Verano,False,False,False,False,False,7
5860,miller and sons,centro,residencial,1541.0,2024-06-23,1058.29,0.12,184.92,88.0,Verano,False,False,False,False,False,6
5861,miller-cox,centro,residencial,6211.0,2024-06-16,150.89,0.22,1366.42,26.0,Verano,False,False,False,False,False,6
5862,"hudson, lynch and hodge",norte,comercial,8566.0,2024-08-20,1748.98,0.14,1199.24,29.0,Verano,False,False,False,False,False,8
5863,roberts and sons,centro,comercial,2327.0,2024-05-12,913.52,0.15,349.05,55.0,Primavera,False,False,False,False,False,5
5864,"thomas, merritt and freeman",oeste,residencial,3439.0,2024-04-18,1131.79,0.14,481.46,36.0,Primavera,False,False,False,False,False,4
5865,"delacruz, snyder and davis",este,residencial,9245.0,2024-09-09,326.2,0.15,1386.75,75.0,Otoño,False,False,False,False,False,9
5866,stewart plc,este,residencial,5907.0,2024-01-11,898.5,0.17,1004.19,97.0,Invierno,False,False,False,False,False,1
5867,dawson-smith,sur,residencial,4827.0,2024-05-05,396.39,0.14,675.7800000000001,27.0,Primavera,False,False,False,False,False,5
5868,"allen, rowe and miller",sur,comercial,5814.0,2024-05-02,1450.22,0.24,1395.36,7.0,Primavera,False,False,False,False,False,5
5869,peters-douglas,este,residencial,2080.0,2024-05-15,1362.47,0.18,374.4,74.0,Primavera,False,False,False,False,False,5
5870,wilson group,oeste,comercial,413.0,2024-02-03,502.79,0.2,82.60000000000001,35.0,Invierno,False,False,False,False,False,2
5871,"freeman, kelly and lyons",norte,comercial,5997.0,2024-07-25,613.49,0.22,1319.34,56.0,Verano,False,False,False,False,False,7
5872,"hardin, mcclure and fitzgerald",norte,comercial,3495.0,2024-05-15,711.2,0.22,768.9,94.0,Primavera,False,False,False,False,False,5
5873,rodriguez-jordan,oeste,residencial,213.0,2024-05-07,802.73,0.15,31.95,58.0,Primavera,False,False,False,False,False,5
5874,"carroll, richards and hunt",centro,comercial,4472.0,2024-07-13,884.99,0.2,894.4000000000001,31.0,Verano,False,False,False,False,False,7
5875,"mccoy, bridges and bolton",centro,comercial,3078.0,2024-05-12,1320.73,0.24,738.72,96.0,Primavera,False,False,False,False,False,5
5876,"galvan, stafford and ortiz",este,residencial,5184.0,2024-09-27,390.05,0.11,570.24,36.0,Otoño,False,False,False,False,False,9
5877,barnes-alvarado,sur,residencial,6177.0,2024-10-01,1002.12,0.14,864.7800000000001,75.0,Otoño,False,False,False,False,False,10
5878,"griffin, ross and bush",norte,comercial,2300.0,2024-04-08,1258.27,0.23,529.0,2.0,Primavera,False,False,False,False,False,4
5879,chandler-harris,oeste,comercial,5689.0,2024-10-06,1089.32,0.24,1365.36,60.0,Otoño,False,False,False,False,False,10
5880,harris group,sur,comercial,5949.0,2024-01-09,187.63,0.18,1070.82,18.0,Invierno,False,False,False,False,False,1
5881,reyes-ruiz,norte,comercial,7235.0,2024-08-20,915.02,0.2,1447.0,66.0,Verano,False,False,False,False,False,8
5882,"joseph, fowler and wilson",este,residencial,2485.0,2024-03-30,1697.46,0.13,323.05,33.0,Primavera,False,False,False,False,False,3
5883,wolfe-gonzales,centro,comercial,986.0,2024-07-10,1805.61,0.2,197.2,26.0,Verano,False,False,False,False,False,7
5884,welch-lopez,norte,comercial,320.0,2024-02-21,149.6,0.19,60.8,86.0,Invierno,False,False,False,False,False,2
5885,caldwell inc,centro,comercial,9960.0,2024-11-03,1570.49,0.2,1992.0,61.0,Otoño,False,False,False,False,False,11
5886,"miles, orr and mitchell",sur,residencial,3939.0,2024-01-29,352.59,0.18,709.02,64.0,Invierno,False,False,False,False,False,1
5887,"barton, graham and nash",este,residencial,3600.0,2024-03-31,847.21,0.12,432.0,84.0,Primavera,False,False,False,False,False,3
5888,"smith, jackson and gibbs",este,comercial,6901.0,2024-07-13,1420.17,0.16,1104.16,27.0,Verano,False,False,False,False,False,7
5889,mcdonald and sons,centro,comercial,2262.0,2024-04-26,1246.19,0.17,384.54,66.0,Primavera,False,False,False,False,False,4
5890,rhodes-powers,centro,residencial,8332.0,2024-09-04,737.52,0.23,1916.36,62.0,Otoño,False,False,False,False,False,9
5891,coleman-hernandez,oeste,comercial,4443.0,2024-05-07,594.43,0.19,844.17,98.0,Primavera,False,False,False,False,False,5
5892,taylor-mcclure,oeste,residencial,2519.0,2024-01-18,957.19,0.17,428.23,6.0,Invierno,False,False,False,False,False,1
5893,jones group,sur,comercial,2740.0,2024-01-20,538.25,0.17,465.8,87.0,Invierno,False,False,False,False,False,1
5894,"meyer, olsen and garcia",este,comercial,2292.0,2024-07-13,1006.32,0.19,435.48,80.0,Verano,False,False,False,False,False,7
5895,avila-chan,sur,comercial,1611.0,2024-01-09,666.73,0.18,289.98,9.0,Invierno,False,False,False,False,False,1
5896,potter-arroyo,este,residencial,1595.0,2024-10-02,527.56,0.14,223.3,26.0,Otoño,False,False,False,False,False,10
5897,arnold-burns,centro,comercial,9739.0,2024-07-24,1509.52,0.14,1363.46,66.0,Verano,False,False,False,False,False,7
5898,richardson-mccarty,norte,residencial,6589.0,2024-11-07,497.25,0.19,1251.91,9.0,Otoño,False,False,False,False,False,11
5899,herman inc,norte,comercial,1723.0,2024-04-13,1718.64,0.18,310.14,93.0,Primavera,False,False,False,False,False,4
5900,smith llc,este,residencial,6639.0,2024-08-23,1448.67,0.18,1195.02,66.0,Verano,False,False,False,False,False,8
5901,"sanchez, dunn and stephens",sur,comercial,2237.0,2024-02-01,1416.97,0.11,246.07,9.0,Invierno,False,False,False,False,False,2
5902,perkins-becker,norte,comercial,7569.0,2024-08-29,432.67,0.17,1286.73,60.0,Verano,False,False,False,False,False,8
5903,"black, briggs and jones",norte,comercial,8473.0,2024-09-07,1243.76,0.15,1270.95,76.0,Otoño,False,False,False,False,False,9
5904,grimes-robinson,este,residencial,4419.0,2024-08-30,764.96,0.14,618.6600000000001,98.0,Verano,False,False,False,False,False,8
5905,moran-tran,este,comercial,4513.0,2024-01-07,1479.62,0.21,947.73,75.0,Invierno,False,False,False,False,False,1
5906,chen-tucker,norte,comercial,2343.0,2024-07-27,429.72,0.23,538.89,78.0,Verano,False,False,False,False,False,7
5907,rodriguez llc,oeste,comercial,6396.0,2024-05-03,647.25,0.1,639.6,27.0,Primavera,False,False,False,False,False,5
5908,"flores, chavez and fleming",este,residencial,6700.0,2024-10-18,165.16,0.22,1474.0,64.0,Otoño,False,False,False,False,False,10
5909,"mcintyre, kim and brown",este,residencial,8226.0,2024-01-31,448.7,0.19,1562.94,15.0,Invierno,False,False,False,False,False,1
5910,"randall, adams and moyer",norte,comercial,1076.0,2024-01-13,1572.32,0.12,129.12,39.0,Invierno,False,False,False,False,False,1
5911,hicks-donovan,este,residencial,5385.0,2024-08-23,855.2,0.2,1077.0,83.0,Verano,False,False,False,False,False,8
5912,lee-smith,norte,comercial,9284.0,2024-07-07,684.65,0.2,1856.8,1.0,Verano,False,False,False,False,False,7
5913,"jackson, hayes and thomas",centro,comercial,3320.0,2024-10-07,693.76,0.13,431.6,27.0,Otoño,False,False,False,False,False,10
5914,gonzalez-lewis,sur,comercial,530.0,2024-07-28,583.04,0.17,90.1,89.0,Verano,False,False,False,False,False,7
5915,smith group,centro,residencial,5255.0,2024-07-05,1381.47,0.11,578.05,99.0,Verano,False,False,False,False,False,7
5916,anderson-davidson,norte,residencial,6550.0,2024-04-20,266.14,0.16,1048.0,77.0,Primavera,False,False,False,False,False,4
5917,barron-fields,sur,residencial,6679.0,2024-06-05,675.9,0.2,1335.8000000000002,25.0,Verano,False,False,False,False,False,6
5918,"reed, porter and jackson",sur,comercial,7190.0,2024-08-20,292.26,0.16,1150.4,32.0,Verano,False,False,False,False,False,8
5919,"price, patrick and jenkins",este,comercial,8003.0,2024-01-17,492.17,0.17,1360.51,84.0,Invierno,False,False,False,False,False,1
5920,barr and sons,sur,residencial,5727.0,2024-09-21,1814.5,0.13,744.51,72.0,Otoño,False,False,False,False,False,9
5921,graves and sons,este,residencial,2540.0,2024-02-19,1209.77,0.19,482.6,3.0,Invierno,False,False,False,False,False,2
5922,"knight, robinson and smith",centro,residencial,6439.0,2024-04-26,1237.08,0.14,901.46,65.0,Primavera,False,False,False,False,False,4
5923,"hicks, martinez and ballard",este,residencial,3377.0,2024-06-07,490.77,0.11,371.47,95.0,Verano,False,False,False,False,False,6
5924,hebert-lewis,norte,residencial,6326.0,2024-02-03,342.56,0.18,1138.68,11.0,Invierno,False,False,False,False,False,2
5925,"boyd, sanchez and bird",sur,comercial,4813.0,2024-04-10,1892.73,0.25,1203.25,54.0,Primavera,False,False,False,False,False,4
5926,caldwell and sons,este,comercial,2698.0,2024-05-04,201.26,0.21,566.5799999999999,51.0,Primavera,False,False,False,False,False,5
5927,"flores, brooks and medina",centro,comercial,3804.0,2024-04-24,1408.11,0.25,951.0,45.0,Primavera,False,False,False,False,False,4
5928,pope inc,centro,comercial,4056.0,2024-09-13,1054.18,0.24,973.44,10.0,Otoño,False,False,False,False,False,9
5929,johnson and sons,este,comercial,8225.0,2024-01-21,1221.81,0.13,1069.25,59.0,Invierno,False,False,False,False,False,1
5930,potter and sons,sur,residencial,3630.0,2024-08-02,152.75,0.25,907.5,72.0,Verano,False,False,False,False,False,8
5931,"mcconnell, deleon and brown",oeste,residencial,8546.0,2024-10-12,434.5,0.23,1965.58,3.0,Otoño,False,False,False,False,False,10
5932,boyer-davis,sur,residencial,3844.0,2024-05-20,341.15,0.12,461.28,82.0,Primavera,False,False,False,False,False,5
5933,douglas-mccullough,centro,residencial,3126.0,2024-09-10,1783.13,0.17,531.4200000000001,90.0,Otoño,False,False,False,False,False,9
5934,martinez-barnes,norte,residencial,5201.0,2024-05-03,133.36,0.2,1040.2,51.0,Primavera,False,False,False,False,False,5
5935,moore ltd,norte,residencial,3528.0,2024-07-01,1025.68,0.22,776.16,76.0,Verano,False,False,False,False,False,7
5936,beasley-williams,norte,residencial,6501.0,2024-02-20,64.67,0.17,1105.17,37.0,Invierno,False,False,False,False,False,2
5937,ritter llc,sur,comercial,9105.0,2024-03-11,165.5,0.13,1183.65,87.0,Primavera,False,False,False,False,False,3
5938,"sherman, meza and wright",este,residencial,3050.0,2024-07-16,1769.39,0.13,396.5,69.0,Verano,False,False,False,False,False,7
5939,thomas llc,oeste,comercial,9086.0,2024-03-03,1137.12,0.16,1453.76,70.0,Primavera,False,False,False,False,False,3
5940,"hopkins, rogers and bell",este,comercial,7025.0,2024-08-22,1565.86,0.23,1615.75,19.0,Verano,False,False,False,False,False,8
5941,"carlson, dodson and ramirez",oeste,comercial,9275.0,2024-07-10,1644.92,0.15,1391.25,4.0,Verano,False,False,False,False,False,7
5942,mccarthy-cochran,centro,comercial,2832.0,2024-08-14,1865.47,0.18,509.76,1.0,Verano,False,False,False,False,False,8
5943,long-anderson,centro,residencial,3446.0,2024-01-17,1152.44,0.21,723.66,43.0,Invierno,False,False,False,False,False,1
5944,frank ltd,centro,residencial,3977.0,2024-03-29,149.78,0.12,477.24,20.0,Primavera,False,False,False,False,False,3
5945,"duke, hickman and salas",este,comercial,9882.0,2024-08-22,771.77,0.21,2075.22,5.0,Verano,False,False,False,False,False,8
5946,green and sons,norte,comercial,4397.0,2024-08-02,1813.66,0.17,747.49,95.0,Verano,False,False,False,False,False,8
5947,wiley inc,este,residencial,8103.0,2024-03-08,506.19,0.24,1944.72,28.0,Primavera,False,False,False,False,False,3
5948,bond-evans,oeste,comercial,7054.0,2024-03-16,489.97,0.14,987.56,18.0,Primavera,False,False,False,False,False,3
5949,harvey-james,centro,comercial,7766.0,2024-02-11,592.23,0.2,1553.2,41.0,Invierno,False,False,False,False,False,2
5950,"estrada, martinez and braun",oeste,comercial,4715.0,2024-03-03,755.56,0.21,990.15,28.0,Primavera,False,False,False,False,False,3
5951,"dixon, barr and franklin",centro,comercial,1244.0,2024-10-08,847.4,0.17,211.48,65.0,Otoño,False,False,False,False,False,10
5952,"strickland, lee and hall",oeste,comercial,1639.0,2024-08-26,1530.7,0.14,229.46,97.0,Verano,False,False,False,False,False,8
5953,phillips inc,oeste,comercial,225.0,2024-05-20,1354.07,0.19,42.75,74.0,Primavera,False,False,False,False,False,5
5954,odom-moreno,este,comercial,883.0,2024-03-08,1166.6,0.16,141.28,0.0,Primavera,False,False,False,False,False,3
5955,ellis-brown,este,comercial,7932.0,2024-10-26,603.4,0.19,1507.08,94.0,Otoño,False,False,False,False,False,10
5956,allen-jones,sur,comercial,2485.0,2024-01-13,789.12,0.2,497.0,67.0,Invierno,False,False,False,False,False,1
5957,"obrien, young and archer",norte,comercial,3691.0,2024-09-29,1824.15,0.16,590.5600000000001,48.0,Otoño,False,False,False,False,False,9
5958,"cook, frederick and harrison",norte,comercial,6212.0,2024-02-01,928.22,0.11,683.32,47.0,Invierno,False,False,False,False,False,2
5959,willis and sons,oeste,comercial,3198.0,2024-09-16,75.4,0.21,671.5799999999999,56.0,Otoño,False,False,False,False,False,9
5960,green-wyatt,oeste,residencial,8304.0,2024-07-25,210.64,0.23,1909.92,53.0,Verano,False,False,False,False,False,7
5961,howard-mccarthy,sur,comercial,1015.0,2024-08-18,1634.05,0.15,152.25,45.0,Verano,False,False,False,False,False,8
5962,copeland llc,oeste,comercial,8438.0,2024-08-30,716.12,0.2,1687.6,54.0,Verano,False,False,False,False,False,8
5963,perez plc,sur,residencial,6222.0,2024-07-22,728.1,0.18,1119.96,36.0,Verano,False,False,False,False,False,7
5964,ward-blair,norte,comercial,5943.0,2024-06-08,79.94,0.19,1129.17,52.0,Verano,False,False,False,False,False,6
5965,james and sons,sur,residencial,449.0,2024-01-30,486.27,0.2,89.80000000000001,81.0,Invierno,False,False,False,False,False,1
5966,carter ltd,centro,residencial,6151.0,2024-04-24,1620.61,0.12,738.12,22.0,Primavera,False,False,False,False,False,4
5967,woods-rodriguez,este,comercial,8373.0,2024-11-04,894.3,0.17,1423.41,18.0,Otoño,False,False,False,False,False,11
5968,landry plc,centro,residencial,4920.0,2024-01-06,1761.28,0.22,1082.4,30.0,Invierno,False,False,False,False,False,1
5969,kent ltd,sur,residencial,3967.0,2024-07-03,61.8,0.17,674.3900000000001,83.0,Verano,False,False,False,False,False,7
5970,"williams, johnson and fernandez",este,comercial,664.0,2024-03-21,216.63,0.11,73.04,66.0,Primavera,False,False,False,False,False,3
5971,berry-brown,norte,comercial,9225.0,2024-04-17,412.11,0.25,2306.25,24.0,Primavera,False,False,False,False,False,4
5972,"drake, russell and white",norte,comercial,5682.0,2024-07-20,364.41,0.13,738.6600000000001,21.0,Verano,False,False,False,False,False,7
5973,"greene, cox and robinson",oeste,comercial,5225.0,2024-01-25,1167.08,0.12,627.0,15.0,Invierno,False,False,False,False,False,1
5974,"roberson, carey and hamilton",oeste,residencial,9751.0,2024-03-04,549.25,0.19,1852.69,71.0,Primavera,False,False,False,False,False,3
5975,"jackson, smith and holloway",oeste,comercial,222.0,2024-07-21,1748.68,0.16,35.52,25.0,Verano,False,False,False,False,False,7
5976,"king, johnson and curry",sur,comercial,1460.0,2024-04-03,621.26,0.17,248.2,44.0,Primavera,False,False,False,False,False,4
5977,robertson-mckay,oeste,comercial,1162.0,2024-02-21,763.27,0.23,267.26,95.0,Invierno,False,False,False,False,False,2
5978,chambers-simon,centro,comercial,362.0,2024-03-05,1808.81,0.13,47.06,2.0,Primavera,False,False,False,False,False,3
5979,ashley group,este,residencial,2120.0,2024-07-17,1574.1,0.17,360.4,86.0,Verano,False,False,False,False,False,7
5980,walker ltd,norte,comercial,5925.0,2024-08-29,1211.27,0.19,1125.75,14.0,Verano,False,False,False,False,False,8
5981,"hoffman, reed and johnson",oeste,comercial,1168.0,2024-02-19,204.57,0.24,280.32,26.0,Invierno,False,False,False,False,False,2
5982,murphy-johnson,centro,residencial,1677.0,2024-10-18,206.09,0.11,184.47,39.0,Otoño,False,False,False,False,False,10
5983,adams group,sur,residencial,2691.0,2024-09-07,550.43,0.19,511.29,65.0,Otoño,False,False,False,False,False,9
5984,thompson-miller,este,comercial,4865.0,2024-10-28,1498.11,0.17,827.0500000000001,83.0,Otoño,False,False,False,False,False,10
5985,white-torres,sur,comercial,9017.0,2024-05-21,1062.24,0.23,2073.9100000000003,14.0,Primavera,False,False,False,False,False,5
5986,"warren, mcdowell and farmer",sur,residencial,5341.0,2024-09-09,167.99,0.16,854.5600000000001,62.0,Otoño,False,False,False,False,False,9
5987,smith-gaines,norte,residencial,3528.0,2024-09-26,1272.78,0.18,635.04,20.0,Otoño,False,False,False,False,False,9
5988,gay group,centro,comercial,4172.0,2024-10-14,1917.83,0.23,959.56,26.0,Otoño,False,False,False,False,False,10
5989,dickerson-wright,centro,comercial,6543.0,2024-04-14,1622.98,0.13,850.59,43.0,Primavera,False,False,False,False,False,4
5990,douglas-harris,sur,residencial,8449.0,2024-02-05,1881.08,0.23,1943.27,13.0,Invierno,False,False,False,False,False,2
5991,"martin, stokes and scott",sur,comercial,649.0,2024-05-17,1253.33,0.16,103.84,74.0,Primavera,False,False,False,False,False,5
5992,dean plc,sur,residencial,4516.0,2024-08-17,1870.76,0.13,587.08,42.0,Verano,False,False,False,False,False,8
5993,ramirez-lucero,sur,comercial,4434.0,2024-03-23,1621.43,0.16,709.44,96.0,Primavera,False,False,False,False,False,3
5994,"bradley, williams and garrett",sur,comercial,8946.0,2024-05-31,871.13,0.15,1341.9,8.0,Primavera,False,False,False,False,False,5
5995,mcmahon-nielsen,sur,comercial,3733.0,2024-06-11,1079.63,0.1,373.3,16.0,Verano,False,False,False,False,False,6
5996,hernandez-grant,sur,comercial,4999.0,2024-09-22,1855.66,0.16,799.84,74.0,Otoño,False,False,False,False,False,9
5997,"stevens, bishop and estrada",centro,residencial,8204.0,2024-02-27,263.64,0.15,1230.6,22.0,Invierno,False,False,False,False,False,2
5998,"navarro, downs and finley",sur,residencial,8646.0,2024-05-15,1914.22,0.12,1037.52,10.0,Primavera,False,False,False,False,False,5
5999,mills-williams,este,comercial,4565.0,2024-02-24,1241.85,0.24,1095.6,53.0,Invierno,False,False,False,False,False,2
6000,smith-gay,sur,residencial,1663.0,2024-02-12,1960.81,0.15,249.45,44.0,Invierno,False,False,False,False,False,2
6001,gardner inc,oeste,residencial,4591.0,2024-09-13,1824.18,0.15,688.65,36.0,Otoño,False,False,False,False,False,9
6002,"sellers, morris and white",oeste,comercial,5408.0,2024-06-23,84.68,0.22,1189.76,85.0,Verano,False,False,False,False,False,6
6003,garcia plc,centro,residencial,4552.0,2024-02-04,134.94,0.23,1046.96,30.0,Invierno,False,False,False,False,False,2
6004,"garcia, murphy and gibson",norte,comercial,9040.0,2024-07-05,100.54,0.2,1808.0,9.0,Verano,False,False,False,False,False,7
6005,white-reynolds,norte,residencial,3964.0,2024-02-05,1547.16,0.19,753.16,37.0,Invierno,False,False,False,False,False,2
6006,steele inc,centro,residencial,5984.0,2024-02-22,856.02,0.19,1136.96,64.0,Invierno,False,False,False,False,False,2
6007,mason-wilkins,sur,comercial,1362.0,2024-02-24,182.16,0.18,245.16,64.0,Invierno,False,False,False,False,False,2
6008,smith group,centro,residencial,5451.0,2024-01-19,1748.65,0.13,708.63,46.0,Invierno,False,False,False,False,False,1
6009,graham and sons,centro,comercial,6572.0,2024-01-04,464.94,0.19,1248.68,70.0,Invierno,False,False,False,False,False,1
6010,kane and sons,oeste,comercial,1984.0,2024-09-18,924.73,0.23,456.32,36.0,Otoño,False,False,False,False,False,9
6011,wilson-oconnor,centro,comercial,6540.0,2024-03-01,392.63,0.2,1308.0,2.0,Primavera,False,False,False,False,False,3
6012,valencia inc,centro,comercial,9204.0,2024-05-20,754.76,0.22,2024.88,68.0,Primavera,False,False,False,False,False,5
6013,cook llc,sur,comercial,2288.0,2024-03-29,1871.65,0.2,457.6,32.0,Primavera,False,False,False,False,False,3
6014,"reynolds, hughes and phillips",norte,residencial,691.0,2024-03-17,1888.27,0.2,138.20000000000002,6.0,Primavera,False,False,False,False,False,3
6015,walker inc,oeste,comercial,1878.0,2024-03-22,747.63,0.15,281.7,48.0,Primavera,False,False,False,False,False,3
6016,mcclure-scott,centro,comercial,1966.0,2024-01-14,320.77,0.15,294.9,44.0,Invierno,False,False,False,False,False,1
6017,"harrison, montes and blake",este,comercial,2434.0,2024-09-11,680.37,0.12,292.08,7.0,Otoño,False,False,False,False,False,9
6018,mullen-gonzalez,sur,residencial,2075.0,2024-05-19,1936.48,0.2,415.0,7.0,Primavera,False,False,False,False,False,5
6019,"wagner, ward and olson",este,comercial,5924.0,2024-09-02,1634.66,0.19,1125.56,76.0,Otoño,False,False,False,False,False,9
6020,williams-hogan,sur,residencial,5806.0,2024-10-03,545.74,0.16,928.96,70.0,Otoño,False,False,False,False,False,10
6021,diaz-dennis,este,comercial,5792.0,2024-06-02,808.24,0.2,1158.4,13.0,Verano,False,False,False,False,False,6
6022,"harper, jordan and anderson",norte,comercial,3810.0,2024-10-10,1196.64,0.11,419.1,24.0,Otoño,False,False,False,False,False,10
6023,hopkins-kim,sur,residencial,7666.0,2024-10-28,351.88,0.22,1686.52,35.0,Otoño,False,False,False,False,False,10
6024,"gray, li and morales",sur,residencial,6774.0,2024-02-21,1728.46,0.25,1693.5,26.0,Invierno,False,False,False,False,False,2
6025,webb-allen,norte,residencial,532.0,2024-01-14,1598.2,0.24,127.68,16.0,Invierno,False,False,False,False,False,1
6026,harmon ltd,oeste,residencial,3375.0,2024-03-03,1681.78,0.22,742.5,41.0,Primavera,False,False,False,False,False,3
6027,jones group,norte,residencial,8225.0,2024-07-11,1770.64,0.22,1809.5,24.0,Verano,False,False,False,False,False,7
6028,brewer and sons,centro,residencial,9072.0,2024-03-03,1390.53,0.14,1270.0800000000002,72.0,Primavera,False,False,False,False,False,3
6029,"brooks, webb and ryan",sur,comercial,3837.0,2024-03-18,1077.05,0.15,575.55,37.0,Primavera,False,False,False,False,False,3
6030,young inc,norte,comercial,6914.0,2024-05-21,1790.64,0.16,1106.24,50.0,Primavera,False,False,False,False,False,5
6031,huerta-torres,centro,residencial,4177.0,2024-02-13,820.35,0.25,1044.25,63.0,Invierno,False,False,False,False,False,2
6032,alvarez-gray,norte,residencial,4411.0,2024-07-25,205.52,0.18,793.98,6.0,Verano,False,False,False,False,False,7
6033,bender group,este,residencial,4899.0,2024-04-16,1809.08,0.22,1077.78,85.0,Primavera,False,False,False,False,False,4
6034,"palmer, smith and howell",norte,comercial,2007.0,2024-08-02,1515.58,0.21,421.47,16.0,Verano,False,False,False,False,False,8
6035,freeman ltd,oeste,residencial,6672.0,2024-04-27,618.88,0.16,1067.52,3.0,Primavera,False,False,False,False,False,4
6036,"gonzalez, abbott and vasquez",oeste,comercial,5755.0,2024-03-04,1018.38,0.23,1323.65,42.0,Primavera,False,False,False,False,False,3
6037,"peterson, rowe and phillips",oeste,comercial,2986.0,2024-05-18,198.43,0.18,537.48,15.0,Primavera,False,False,False,False,False,5
6038,meyer and sons,centro,comercial,2492.0,2024-03-07,1129.6,0.11,274.12,8.0,Primavera,False,False,False,False,False,3
6039,king-wilson,oeste,residencial,5029.0,2024-07-21,600.85,0.12,603.48,45.0,Verano,False,False,False,False,False,7
6040,ramirez-wilson,sur,comercial,3197.0,2024-07-27,1529.27,0.21,671.37,45.0,Verano,False,False,False,False,False,7
6041,"gonzales, moreno and paul",centro,comercial,7012.0,2024-08-24,1293.31,0.23,1612.76,68.0,Verano,False,False,False,False,False,8
6042,"coleman, larson and lopez",sur,residencial,211.0,2024-07-08,727.35,0.18,37.98,14.0,Verano,False,False,False,False,False,7
6043,"barry, pierce and martinez",sur,residencial,786.0,2024-05-30,1280.86,0.2,157.20000000000002,67.0,Primavera,False,False,False,False,False,5
6044,"joseph, jones and boyd",norte,comercial,2857.0,2024-04-23,299.48,0.24,685.68,3.0,Primavera,False,False,False,False,False,4
6045,crawford-gallagher,este,comercial,3477.0,2024-01-26,755.35,0.17,591.09,0.0,Invierno,False,False,False,False,False,1
6046,"curtis, york and mckinney",este,comercial,4885.0,2024-03-04,1686.18,0.16,781.6,44.0,Primavera,False,False,False,False,False,3
6047,"brown, hamilton and ramos",centro,residencial,8351.0,2024-01-24,1993.51,0.24,2004.24,87.0,Invierno,False,False,False,False,False,1
6048,young llc,sur,comercial,6950.0,2024-10-16,1250.5,0.18,1251.0,7.0,Otoño,False,False,False,False,False,10
6049,james-glass,oeste,residencial,7708.0,2024-07-11,1617.46,0.2,1541.6,36.0,Verano,False,False,False,False,False,7
6050,willis plc,centro,comercial,9322.0,2024-06-25,536.77,0.22,2050.84,78.0,Verano,False,False,False,False,False,6
6051,smith plc,centro,residencial,6945.0,2024-08-14,708.0,0.19,1319.55,78.0,Verano,False,False,False,False,False,8
6052,johnston group,oeste,residencial,5982.0,2024-07-26,1117.78,0.23,1375.86,42.0,Verano,False,False,False,False,False,7
6053,jones plc,centro,comercial,4431.0,2024-02-02,946.64,0.2,886.2,51.0,Invierno,False,False,False,False,False,2
6054,hawkins-carroll,oeste,comercial,6383.0,2024-01-23,1597.0,0.22,1404.26,89.0,Invierno,False,False,False,False,False,1
6055,norman-saunders,centro,residencial,7380.0,2024-07-19,866.3,0.13,959.4,82.0,Verano,False,False,False,False,False,7
6056,thomas-howell,centro,residencial,977.0,2024-01-18,282.18,0.15,146.54999999999998,10.0,Invierno,False,False,False,False,False,1
